deployment,file_downloaded,preferred_method,stream,variable,units,fill_value,n_all,n_outliers,n_nans,n_fillvalues,n_stats,mean,min,max,stdev,filename
deployment0003,2018-10-01T15:07:38,recovered_inst,ctdmo_ghqr_instrument_recovered,practical_salinity,1,-9999999.0,37234,13,0,0,37221,32.6218,30.551,34.4588,0.1033,deployment0003_GP03FLMA-RIM01-02-CTDMOG041-recovered_inst-ctdmo_ghqr_instrument_recovered_20150606T224501-20160628T190001.nc
deployment0003,2018-10-01T15:07:38,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_conductivity,S m-1,-9999999.0,37234,13,0,0,37221,3.4166,3.2,3.9669,0.1504,deployment0003_GP03FLMA-RIM01-02-CTDMOG041-recovered_inst-ctdmo_ghqr_instrument_recovered_20150606T224501-20160628T190001.nc
deployment0003,2018-10-01T15:07:38,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_temperature,ºC,-9999999.0,37234,2,0,0,37232,8.1699,5.4739,14.5452,1.7606,deployment0003_GP03FLMA-RIM01-02-CTDMOG041-recovered_inst-ctdmo_ghqr_instrument_recovered_20150606T224501-20160628T190001.nc
deployment0003,2018-10-01T15:07:38,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_pressure,dbar,-9999.0,37234,21,0,0,37213,43.0804,38.3418,50.1764,1.2079,deployment0003_GP03FLMA-RIM01-02-CTDMOG041-recovered_inst-ctdmo_ghqr_instrument_recovered_20150606T224501-20160628T190001.nc
deployment0003,2018-10-01T15:07:38,recovered_inst,ctdmo_ghqr_instrument_recovered,density,kg m-3,-9999999.0,37234,13,0,0,37221,1025.5669,1023.2636,1026.9992,0.3321,deployment0003_GP03FLMA-RIM01-02-CTDMOG041-recovered_inst-ctdmo_ghqr_instrument_recovered_20150606T224501-20160628T190001.nc
deployment0004,2018-10-01T15:07:38,recovered_inst,ctdmo_ghqr_instrument_recovered,practical_salinity,1,-9999999.0,36728,22,0,0,36706,32.7089,32.3269,33.1134,0.0761,deployment0004_GP03FLMA-RIM01-02-CTDMOG041-recovered_inst-ctdmo_ghqr_instrument_recovered_20160701T011501-20170718T150001.nc
deployment0004,2018-10-01T15:07:38,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_conductivity,S m-1,-9999999.0,36728,6,0,0,36722,3.3112,3.1573,3.6477,0.0685,deployment0004_GP03FLMA-RIM01-02-CTDMOG041-recovered_inst-ctdmo_ghqr_instrument_recovered_20160701T011501-20170718T150001.nc
deployment0004,2018-10-01T15:07:38,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_temperature,ºC,-9999999.0,36728,8,0,0,36720,6.8724,5.2401,10.8143,0.7908,deployment0004_GP03FLMA-RIM01-02-CTDMOG041-recovered_inst-ctdmo_ghqr_instrument_recovered_20160701T011501-20170718T150001.nc
deployment0004,2018-10-01T15:07:38,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_pressure,dbar,-9999.0,36728,22,0,0,36706,52.2078,48.5575,58.0348,1.0811,deployment0004_GP03FLMA-RIM01-02-CTDMOG041-recovered_inst-ctdmo_ghqr_instrument_recovered_20160701T011501-20170718T150001.nc
deployment0004,2018-10-01T15:07:38,recovered_inst,ctdmo_ghqr_instrument_recovered,density,kg m-3,-9999999.0,36728,25,0,0,36703,1025.8723,1025.2231,1026.3658,0.1279,deployment0004_GP03FLMA-RIM01-02-CTDMOG041-recovered_inst-ctdmo_ghqr_instrument_recovered_20160701T011501-20170718T150001.nc
deployment0005,2018-10-01T15:07:38,recovered_inst,ctdmo_ghqr_instrument_recovered,practical_salinity,1,-9999999.0,36381,119,0,0,36262,32.4864,31.2361,33.8331,0.0771,deployment0005_GP03FLMA-RIM01-02-CTDMOG041-recovered_inst-ctdmo_ghqr_instrument_recovered_20170713T230001-20180727T220001.nc
deployment0005,2018-10-01T15:07:38,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_conductivity,S m-1,-9999999.0,36381,119,0,0,36262,3.2863,3.103,3.8343,0.0941,deployment0005_GP03FLMA-RIM01-02-CTDMOG041-recovered_inst-ctdmo_ghqr_instrument_recovered_20170713T230001-20180727T220001.nc
deployment0005,2018-10-01T15:07:38,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_temperature,ºC,-9999999.0,36381,119,0,0,36262,6.8184,5.2281,13.2569,1.1143,deployment0005_GP03FLMA-RIM01-02-CTDMOG041-recovered_inst-ctdmo_ghqr_instrument_recovered_20170713T230001-20180727T220001.nc
deployment0005,2018-10-01T15:07:38,recovered_inst,ctdmo_ghqr_instrument_recovered,ctdmo_seawater_pressure,dbar,-9999.0,36381,125,0,0,36256,50.5908,46.8787,61.1863,1.0173,deployment0005_GP03FLMA-RIM01-02-CTDMOG041-recovered_inst-ctdmo_ghqr_instrument_recovered_20170713T230001-20180727T220001.nc
deployment0005,2018-10-01T15:07:38,recovered_inst,ctdmo_ghqr_instrument_recovered,density,kg m-3,-9999999.0,36381,119,0,0,36262,1025.6931,1023.9865,1027.3203,0.1908,deployment0005_GP03FLMA-RIM01-02-CTDMOG041-recovered_inst-ctdmo_ghqr_instrument_recovered_20170713T230001-20180727T220001.nc
deployment0006,2018-10-01T15:07:48,telemetered,ctdmo_ghqr_sio_mule_instrument,practical_salinity,1,-9999999.0,141,1,0,0,140,32.4314,32.3381,32.5256,0.0343,deployment0006_GP03FLMA-RIM01-02-CTDMOG041-telemetered-ctdmo_ghqr_sio_mule_instrument_20180724T000001-20180816T080001.nc
deployment0006,2018-10-01T15:07:48,telemetered,ctdmo_ghqr_sio_mule_instrument,ctdmo_seawater_conductivity,S m-1,-9999999.0,141,0,0,0,141,3.4575,3.3065,3.5951,0.0613,deployment0006_GP03FLMA-RIM01-02-CTDMOG041-telemetered-ctdmo_ghqr_sio_mule_instrument_20180724T000001-20180816T080001.nc
deployment0006,2018-10-01T15:07:48,telemetered,ctdmo_ghqr_sio_mule_instrument,ctdmo_seawater_temperature,ºC,-9999999.0,141,0,0,0,141,8.8522,7.0698,10.4652,0.7169,deployment0006_GP03FLMA-RIM01-02-CTDMOG041-telemetered-ctdmo_ghqr_sio_mule_instrument_20180724T000001-20180816T080001.nc
deployment0006,2018-10-01T15:07:48,telemetered,ctdmo_ghqr_sio_mule_instrument,ctdmo_seawater_pressure,dbar,-9999.0,141,0,0,0,141,42.124,39.8772,44.4606,0.8171,deployment0006_GP03FLMA-RIM01-02-CTDMOG041-telemetered-ctdmo_ghqr_sio_mule_instrument_20180724T000001-20180816T080001.nc
deployment0006,2018-10-01T15:07:48,telemetered,ctdmo_ghqr_sio_mule_instrument,density,kg m-3,-9999999.0,141,0,0,0,141,1025.3229,1025.0248,1025.6305,0.1265,deployment0006_GP03FLMA-RIM01-02-CTDMOG041-telemetered-ctdmo_ghqr_sio_mule_instrument_20180724T000001-20180816T080001.nc
